test_campaign,variation,device_category,item_category,item_name,transaction_id,users,purchases,quantity,revenue,gross_revenue,net_revenue,gross_margin
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-8XTUYC,1,1,2,2780,2780,2230,1684
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Q5PDLQ,1,1,2,2780,2780,2243,1712
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-GAL8P2,1,1,4,2520,2520,2030,1509
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-G6UZC2,1,1,2,2194,2194,1758,1253
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma 25 Flip+ Matratze - Emma Classic Matratzen,0001-YRGQXE,1,1,7,1960,1960,1517,698
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-V9MQZ7,1,1,2,1938,1938,1540,1071
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-PP7V9P,1,1,2,1919,1919,1528,1129
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-3B3LGS,1,1,1,1590,1590,1265,865
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Q4QLZY,1,1,1,1590,1590,1263,838
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-2U7CMJ,1,1,1,1590,1590,1281,990
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-H37MJW,1,1,1,1590,1590,1283,992
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-D3GW7A,1,1,1,1590,1590,1265,839
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-5JQSUY,1,1,1,1510,1510,1202,814
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-H25J6E,1,1,1,1510,1510,1218,931
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-38PAX3,1,1,1,1510,1510,1209,820
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-2SGAE3,1,1,1,1510,1510,1211,924
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-8WLQT8,1,1,1,1510,1510,1212,925
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-ZH6FC8,1,1,1,1510,1510,1210,922
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-WJFNC4,1,1,1,1431,1431,1145,770
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-XWH6DA,1,1,1,1431,1431,1147,772
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-7TARPE,1,1,1,1431,1431,1146,877
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-VPMX4V,1,1,1,1390,1390,1112,819
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-VU5846,1,1,1,1390,1390,1122,863
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-J7PULM,1,1,1,1390,1390,1121,855
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-NALVZ6,1,1,1,1390,1390,1105,832
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-YCNNCQ,1,1,1,1390,1390,1106,840
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-D8C5SU,1,1,1,1390,1390,1108,835
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-PXWEUZ,1,1,1,1390,1390,1114,821
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-WWLX9Q,1,1,1,1390,1390,1120,849
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-BAWY4V,1,1,1,1390,1390,1111,838
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-QQ7YWN,1,1,1,1390,1390,1108,842
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Z4QSYD,1,1,1,1390,1390,1122,856
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-P3FLKS,1,1,1,1390,1390,1111,841
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-FB8W5U,1,1,1,1390,1390,1119,860
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-6ZUYZH,1,1,1,1390,1390,1116,844
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-JWDXQX,1,1,1,1390,1390,1112,840
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-RTJMLH,1,1,1,1390,1390,1111,838
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,One+ Matratze (mit adaptivem Bezug) - Emma One,0001-T6LGMH,1,1,8,1360,1360,1055,429
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Flip+ Matratze - Emma Classic Matratzen,0001-LLYCAS,1,1,4,1342,1342,1044,452
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Original Pro - Emma Original Pro Matratze,0001-3WQDK7,1,1,4,1332,1332,933,522
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-25WMWS,1,1,1,1321,1321,1055,766
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-4NYJZD,1,1,1,1320,1320,1057,768
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-ADE4VB,1,1,1,1320,1320,1053,764
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-SX62HB,1,1,1,1320,1320,1050,746
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-TS2JKW,1,1,1,1320,1320,1059,793
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-TDZYS9,1,1,1,1320,1320,1051,781
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-EYZ4AW,1,1,1,1320,1320,1057,788
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-4K3JDB,1,1,1,1320,1320,1058,769
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-FJRRLU,1,1,1,1320,1320,1057,768
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-NJBX7M,1,1,1,1320,1320,1066,796
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-UC8839,1,1,1,1320,1320,1057,788
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-HHXWEH,1,1,1,1320,1320,1058,789
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-9XS7AP,1,1,1,1320,1320,1051,781
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-NGHDTQ,1,1,1,1320,1320,1057,790
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,tablet,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-KAPSGV,1,1,1,1320,1320,1064,794
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-8TVGPK,1,1,1,1320,1320,1051,727
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-5UJAAE,1,1,1,1320,1320,1064,796
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-TMM586,1,1,1,1320,1320,1049,760
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-UQ4VQD,1,1,1,1320,1320,1055,785
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-6YX756,1,1,1,1320,1320,1054,791
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-2Q3KLH,1,1,1,1320,1320,1052,782
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-SQTAG3,1,1,1,1320,1320,1059,771
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-ZTBQRJ,1,1,1,1320,1320,1058,769
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-8DFX9D,1,1,1,1320,1320,1064,775
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-EEXNPN,1,1,1,1320,1320,1058,795
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-U5TLLU,1,1,1,1290,1290,1026,769
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-W6E7XB,1,1,1,1290,1290,1027,770
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-MVPLZU,1,1,1,1290,1290,1040,785
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-6U4BS6,1,1,1,1290,1290,1030,775
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-AQ3LWQ,1,1,1,1290,1290,1037,783
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,tablet,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-KGX5XF,1,1,1,1290,1290,1029,774
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-45EPE8,1,1,1,1290,1290,1038,783
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-9DMQFL,1,1,1,1290,1290,1040,785
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-JWE7KX,1,1,1,1290,1290,1038,763
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-TRPLTE,1,1,1,1290,1290,1037,783
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Q92RQ7,1,1,1,1290,1290,1029,785
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-CJATBL,1,1,1,1290,1290,1026,695
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-SDU8PE,1,1,2,1260,1260,1006,746
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-599NHC,1,1,2,1260,1260,1004,743
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-98UYDW,1,1,2,1260,1260,1015,767
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-8G3W9D,1,1,2,1260,1260,1009,761
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-4VZ5SH,1,1,2,1260,1260,1017,758
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-PTHGCF,1,1,2,1260,1260,1013,733
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Original Pro - Emma Original Pro Matratze,0001-WXNXLE,1,1,2,1260,1260,974,707
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-QTCY8V,1,1,2,1260,1260,1001,749
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-2L8GMM,1,1,2,1260,1260,1005,744
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,tablet,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-M4MKNB,1,1,2,1260,1260,1005,750
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-29GGA6,1,1,2,1260,1260,1004,743
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-RASWCJ,1,1,1,1251,1251,1007,722
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-W3HB93,1,1,1,1251,1251,995,729
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-QVXGV7,1,1,1,1251,1251,995,729
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-ZP3SQH,1,1,1,1251,1251,996,730
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-D3DB3D,1,1,1,1251,1251,998,734
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-CM5TWX,1,1,1,1251,1251,1012,746
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-EBB4J6,1,1,1,1251,1251,1010,747
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-UYJDX7,1,1,1,1251,1251,1006,742
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-QEZV2V,1,1,1,1251,1251,998,734
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-QT578W,1,1,1,1250,1250,920,630
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-XKCLFV,1,1,1,1226,1226,986,746
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-NGALNE,1,1,1,1225,1225,982,711
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-JFNLMX,1,1,1,1225,1225,974,720
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Z55MD7,1,1,1,1225,1225,981,734
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-PJ9XXD,1,1,1,1225,1225,985,732
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-UYDQTP,1,1,1,1225,1225,990,739
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-86UH99,1,1,1,1225,1225,976,722
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-K2AR67,1,1,1,1225,1225,982,729
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-TRVZXQ,1,1,1,1225,1225,982,710
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-6R9B4L,1,1,1,1225,1225,975,727
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-54ASUT,1,1,2,1197,1197,956,681
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-RE3UAB,1,1,2,1197,1197,952,704
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-ZA4QBT,1,1,2,1197,1197,953,677
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-K3BDCW,1,1,2,1197,1197,967,710
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-D38MMJ,1,1,2,1197,1197,0,0
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-FVS7Y3,1,1,2,1197,1197,956,700
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-6MKBNG,1,1,2,1197,1197,964,712
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-JW426T,1,1,2,1197,1197,953,677
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-GPVWSN,1,1,2,1197,1197,959,717
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-L2WCF2,1,1,2,1197,1197,961,686
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-Y7ZEVL,1,1,2,1197,1197,958,710
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-MD6TPG,1,1,2,1197,1197,953,695
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-9ZUPF3,1,1,2,1197,1197,958,710
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-RN6G5M,1,1,2,1197,1197,961,716
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-NG4N86,1,1,2,1197,1197,951,675
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-PV9ARU,1,1,2,1197,1197,966,719
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-2FXEMT,1,1,2,1197,1197,958,710
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-EPW7QL,1,1,2,1197,1197,954,696
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-5P5RCT,1,1,1,1187,1187,878,593
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-WSYKRU,1,1,1,1161,1161,931,664
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-55GQYD,1,1,1,1161,1161,938,691
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-9BCZ5C,1,1,1,1161,1161,934,691
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma Elite 27 AirGrid+ Matratze - Emma Elite Matratze,0001-DVJT6Y,1,1,1,1161,1161,927,678
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-Y3CDEQ,1,1,1,1160,1160,858,559
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,desktop,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-NZEBTR,1,1,1,1160,1160,866,564
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-KFKPDV,1,1,2,1140,1140,824,550
[1485180] DE #35 | Category Page | Mattresses' Product Cards Order,[0] Original,mobile,Mattress,Emma 25 Hybrid Matratze - Emma Premium Matratze,0001-WYDG44,1,1,2,1140,1140,824,550
